a31,a2,a7a,a7b,a8a,a58,a18,isurban,index,Q1,Q2,Q3,Q4
女,1950,初中,毕业,40000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,258,1,2,1,4
女,1975,初中,毕业,20000,农业户口,目前从事非农工作,城,259,1,2,2,5
男,1962,初中,毕业,30000,农业户口,目前从事非农工作,城,260,1,2,1,4
女,1925,大学本科（正规高等教育）,毕业,48000,非农业户口,目前没有工作，曾经有过非农工作,城,261,1,2,1,5
男,1992,大学本科（成人高等教育）,毕业,120000,居民户口（以前是农业户口）,目前从事非农工作,城,262,2,2,2,4
女,1976,职业高中,毕业,40000,农业户口,目前从事非农工作,城,263,1,2,1,4
女,1953,没有受过任何教育,nan,36000,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,264,1,2,2,4
男,1990,技校,毕业,30000,居民户口（以前是农业户口）,目前从事非农工作,城,265,2,2,2,4
女,1961,nan,毕业,40000,非农业户口,目前没有工作，曾经有过非农工作,城,266,2,3,2,5
男,1972,普通高中,毕业,0,非农业户口,目前没有工作，曾经有过非农工作,城,267,1,2,2,4
男,1970,大学专科（正规高等教育）,毕业,拒绝回答,居民户口（以前是非农业户口）,目前从事非农工作,城,268,2,3,2,5
女,1977,初中,毕业,50000,农业户口,目前从事非农工作,城,269,1,2,2,5
男,1982,普通高中,毕业,60000,农业户口,目前从事非农工作,城,270,2,2,2,4
男,1956,初中,毕业,48000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,271,2,2,1,5
男,1937,初中,毕业,30000,军籍,目前没有工作，曾经有过非农工作,城,272,1,2,1,5
男,1969,小学,辍学和中途退学,27000,农业户口,目前从事非农工作,乡,273,1,2,2,4
男,1995,大学本科（正规高等教育）,毕业,0,非农业户口,从未工作过,城,274,2,2,2,4
女,1962,初中,毕业,0,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,275,2,1,1,5
女,1982,职业高中,毕业,24000,居民户口（以前是农业户口）,目前从事非农工作,城,276,2,2,1,5
女,1983,大学专科（正规高等教育）,毕业,100000,农业户口,目前从事非农工作,城,277,2,3,2,5
女,1956,普通高中,毕业,30000,居民户口（以前是农业户口）,目前没有工作，而且只务过农,城,278,1,2,2,3
女,1957,普通高中,毕业,120000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,279,1,2,1,3
女,1965,大学专科（正规高等教育）,毕业,不知道,其他,目前没有工作，曾经有过非农工作,城,280,1,2,1,3
男,1990,中专,毕业,50000,农业户口,目前从事非农工作,城,281,1,2,1,4
女,1941,中专,毕业,84000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,282,1,3,2,5
男,1933,初中,毕业,40000,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,283,1,2,2,5
男,1939,初中,毕业,40000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,284,2,2,2,4
女,1996,大学本科（正规高等教育）,正在读,不适用,居民户口（以前是农业户口）,从未工作过,城,285,2,3,1,4
男,1996,初中,毕业,50000,农业户口,目前从事非农工作,城,286,1,2,1,4
女,1965,普通高中,毕业,20000,非农业户口,目前没有工作，曾经有过非农工作,城,287,1,3,2,5
女,1976,初中,毕业,0,农业户口,目前没有工作，曾经有过非农工作,城,288,2,2,2,4
女,1990,大学专科（正规高等教育）,毕业,100000,非农业户口,目前从事非农工作,城,289,1,2,2,4
女,1950,大学本科（成人高等教育）,毕业,25000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,290,2,2,2,4
男,1962,普通高中,毕业,50000,居民户口（以前是农业户口）,目前从事非农工作,城,291,2,2,1,5
男,1999,大学本科（正规高等教育）,正在读,0,居民户口（以前是非农业户口）,从未工作过,城,292,2,3,2,4
女,1990,大学本科（正规高等教育）,毕业,66000,居民户口（以前是非农业户口）,目前从事非农工作,城,293,1,2,1,5
女,1942,初中,毕业,36000,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,294,1,2,2,4
男,1949,初中,毕业,25000,非农业户口,目前没有工作，曾经有过非农工作,城,295,2,2,2,5
男,1994,大学本科（正规高等教育）,毕业,17000,居民户口（以前是非农业户口）,目前从事非农工作,城,296,1,2,2,4
男,1981,大学本科（正规高等教育）,毕业,350000,非农业户口,目前从事非农工作,城,297,2,3,2,4
女,1961,大学专科（成人高等教育）,毕业,33000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,298,1,2,1,3
女,1954,初中,毕业,50000,非农业户口,目前没有工作，曾经有过非农工作,城,299,1,2,2,5
女,1976,大学专科（成人高等教育）,毕业,40000,农业户口,目前从事非农工作,城,300,2,2,1,5
男,1937,技校,毕业,46800,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,301,1,2,1,3
男,1950,大学本科（正规高等教育）,毕业,400000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,302,2,2,1,5
男,1956,普通高中,毕业,60000,居民户口（以前是农业户口）,目前从事非农工作,城,303,2,3,2,5
男,1950,初中,毕业,30000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,304,1,2,2,4
女,1993,大学本科（正规高等教育）,毕业,0,农业户口,目前从事非农工作,城,305,1,2,2,5
女,1951,小学,毕业,5040,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,城,306,1,2,2,5
女,1955,初中,毕业,39000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,307,1,2,2,4
女,1989,大学本科（正规高等教育）,毕业,60000,居民户口（以前是非农业户口）,目前从事非农工作,城,308,2,3,2,4
男,1973,普通高中,毕业,100000,非农业户口,目前从事非农工作,城,309,2,2,2,4
男,1967,大学本科（正规高等教育）,毕业,100000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,310,2,4,2,5
男,1992,普通高中,毕业,65000,农业户口,目前从事非农工作,乡,311,1,3,2,5
女,1953,大学本科（正规高等教育）,毕业,54000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,312,2,2,2,4
男,1945,大学专科（正规高等教育）,毕业,55200,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,313,2,3,2,5
男,1977,小学,辍学和中途退学,10000,农业户口,目前务农，曾经有过非农工作,乡,314,1,3,2,4
男,1943,初中,毕业,50000,非农业户口,目前从事非农工作,城,315,2,3,2,4
女,1995,大学专科（正规高等教育）,正在读,48000,居民户口（以前是非农业户口）,目前从事非农工作,城,316,2,3,2,5
男,1995,大学本科（正规高等教育）,毕业,0,非农业户口,目前从事非农工作,城,317,2,3,2,5
男,1997,大学本科（正规高等教育）,正在读,7000,非农业户口,目前没有工作，曾经有过非农工作,乡,318,2,3,1,5
女,1970,初中,毕业,50000,居民户口（以前是农业户口）,目前从事非农工作,城,319,2,3,2,4
女,1949,初中,毕业,40000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,320,1,2,2,4
男,1974,大学本科（正规高等教育）,毕业,200000,非农业户口,目前从事非农工作,城,321,2,4,1,5
男,1982,初中,辍学和中途退学,65000,居民户口（以前是农业户口）,目前从事非农工作,城,322,1,2,2,4
男,1950,小学,毕业,50400,居民户口（以前是农业户口）,目前从事非农工作,城,323,2,1,1,5
男,1962,普通高中,毕业,60000,非农业户口,目前从事非农工作,城,324,2,2,2,4
女,1960,职业高中,毕业,40000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,325,2,2,1,4
女,1982,研究生及以上,正在读,400000,非农业户口,目前从事非农工作,城,326,2,3,2,4
男,1990,研究生及以上,正在读,48000,非农业户口,目前从事非农工作,城,327,1,2,1,4
女,1955,普通高中,毕业,6240,农业户口,目前没有工作，而且只务过农,城,328,1,2,1,5
男,1961,大学专科（成人高等教育）,毕业,70000,居民户口（以前是非农业户口）,目前从事非农工作,城,329,1,2,2,5
男,1943,中专,毕业,60000,居民户口（以前是非农业户口）,目前从事非农工作,城,330,2,2,2,4
女,1994,大学本科（正规高等教育）,毕业,不适用,居民户口（以前是非农业户口）,目前从事非农工作,城,331,2,2,2,4
男,1953,普通高中,毕业,36000,非农业户口,目前没有工作，曾经有过非农工作,城,332,1,2,1,4
女,1969,大学本科（成人高等教育）,毕业,200000,居民户口（以前是非农业户口）,目前从事非农工作,城,333,2,3,2,5
男,1953,初中,毕业,21600,非农业户口,目前没有工作，曾经有过非农工作,城,334,1,2,2,4
男,1959,初中,毕业,0,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,335,1,2,2,4
女,1971,大学本科（正规高等教育）,毕业,40000,居民户口（以前是农业户口）,目前从事非农工作,城,336,1,2,2,4
男,1954,初中,毕业,28000,农业户口,目前从事非农工作,乡,337,1,4,2,5
女,1962,小学,辍学和中途退学,24000,居民户口（以前是农业户口）,目前没有工作，而且只务过农,城,338,1,1,1,4
男,1951,小学,毕业,20000,非农业户口,目前没有工作，曾经有过非农工作,城,339,2,2,2,4
女,1937,初中,毕业,43200,非农业户口,目前没有工作，曾经有过非农工作,城,340,2,2,2,4
女,1968,普通高中,毕业,20000,非农业户口,从未工作过,城,341,2,2,2,4
女,1991,大学本科（正规高等教育）,毕业,100000,非农业户口,目前从事非农工作,城,342,2,3,2,4
男,1985,普通高中,毕业,50000,非农业户口,目前从事非农工作,乡,343,2,2,2,4
男,1982,大学本科（正规高等教育）,毕业,200000,居民户口（以前是农业户口）,目前从事非农工作,乡,344,1,2,1,5
男,1958,nan,毕业,30000,居民户口（以前是农业户口）,目前没有工作，曾经有过非农工作,乡,345,1,2,2,5
男,1958,普通高中,毕业,30000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,346,2,2,2,4
女,1966,没有受过任何教育,nan,20000,农业户口,目前没有工作，曾经有过非农工作,城,347,1,1,1,4
男,1948,初中,毕业,拒绝回答,农业户口,目前没有工作，曾经有过非农工作,乡,348,1,1,1,5
男,1949,初中,毕业,25000,非农业户口,目前没有工作，曾经有过非农工作,城,349,1,2,2,4
女,1979,技校,毕业,不知道,农业户口,目前从事非农工作,乡,350,1,2,2,4
女,1968,小学,肄业,0,农业户口,目前没有工作，曾经有过非农工作,城,351,1,1,1,5
女,1971,大学专科（成人高等教育）,毕业,50000,非农业户口,目前从事非农工作,城,352,1,2,2,4
女,1961,普通高中,毕业,30000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,353,1,1,1,5
男,1936,大学专科（成人高等教育）,毕业,132000,非农业户口,目前从事非农工作,城,354,1,2,2,5
女,1961,小学,辍学和中途退学,15000,非农业户口,目前没有工作，曾经有过非农工作,城,355,2,2,2,4
男,1962,技校,毕业,50000,非农业户口,目前从事非农工作,城,356,2,3,2,4
男,1944,初中,辍学和中途退学,36000,非农业户口,目前没有工作，曾经有过非农工作,城,357,1,2,2,5
男,1940,中专,毕业,74000,非农业户口,目前从事非农工作,城,358,2,2,1,5
女,1968,普通高中,毕业,26400,非农业户口,目前从事非农工作,城,359,2,2,1,5
女,1951,初中,毕业,28800,非农业户口,目前没有工作，曾经有过非农工作,城,360,1,2,2,3
男,1951,大学本科（成人高等教育）,毕业,60000,居民户口（以前是非农业户口）,目前从事非农工作,城,361,1,2,1,4
男,1965,大学本科（正规高等教育）,毕业,156000,非农业户口,目前从事非农工作,城,362,2,4,2,5
女,1962,初中,毕业,40000,非农业户口,目前从事非农工作,城,363,2,2,2,4
女,1943,没有受过任何教育,nan,36000,非农业户口,目前没有工作，曾经有过非农工作,城,364,1,1,1,5
男,1982,大学本科（正规高等教育）,毕业,85000,非农业户口,目前从事非农工作,城,365,2,3,2,4
男,1959,普通高中,毕业,10000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,366,2,3,2,4
男,1996,大学本科（正规高等教育）,正在读,0,非农业户口,从未工作过,城,367,2,3,2,5
女,1955,小学,毕业,45000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,368,2,3,2,4
男,1949,大学专科（正规高等教育）,毕业,50000,非农业户口,目前从事非农工作,城,369,2,1,1,4
男,1968,普通高中,毕业,50000,非农业户口,目前从事非农工作,城,370,2,2,1,5
男,1942,初中,辍学和中途退学,36000,居民户口（以前是非农业户口）,目前没有工作，曾经有过非农工作,城,371,2,2,2,4
男,1935,大学专科（正规高等教育）,毕业,2000,非农业户口,目前没有工作，曾经有过非农工作,城,372,1,1,1,5
女,1967,大学本科（正规高等教育）,毕业,100000,非农业户口,目前从事非农工作,城,373,2,2,2,4
女,1953,初中,毕业,31200,非农业户口,目前没有工作，曾经有过非农工作,城,374,1,2,1,5
女,1989,大学专科（正规高等教育）,毕业,24000,非农业户口,目前从事非农工作,城,375,1,2,2,5
